likes,comments
1.3m,10.5k
1.6m,"7,107"
1.7m,11.7k
2.5m,28.3k
10.9m,18.3k
1.8m,"9,440"
2.2m,12.3k
1.8m,"9,806"
971k,"9,681"
3.4m,38.2k
1.8m,16.5k
2.2m,16.9k
2.6m,14.6k
2.6m,36.2k
2.7m,37.1k
3m,36.6k
1.6m,"9,151"
2.1m,10.9k
2.4m,17.4k
1.8m,10.6k
2.3m,19.7k
2m,12.8k
12.3m,20.6k
1.7m,"7,232"
1.9m,"9,975"
1.9m,"6,680"
2.7m,23.2k
2.8m,31.4k
2m,12.1k
2.6m,23.5k
2.5m,15.2k
2.3m,17.2k
1.9m,"9,725"
1.8m,15k
1.7m,"8,339"
2m,13.2k
2.2m,15.6k
1.1m,"7,255"
1.3m,"4,773"
1.2m,"4,387"
11.7m,26.7k
2.2m,"9,381"
1.9m,12.3k
1.3m,"4,339"
2.6m,18.1k
1.4m,"8,558"
1.8m,"8,019"
2.4m,22.8k
3.4m,"7,012"
1m,"5,941"
2m,18.6k
2.2m,11.3k
2.6m,23.7k
1.4m,"7,573"
6.4m,60.9k
5m,"8,131"
1.8m,10.1k
887k,"5,784"
1.8m,11.5k
742k,13.8k
3m,30.9k
1.7m,20.1k
1.7m,35.8k
1.4m,13k
2.5m,20.6k
1.5m,11.5k
1.3m,"8,259"
2.4m,"3,767"
2m,"8,603"
2.9m,23.3k
2.7m,21.8k
1.6m,"9,735"
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
2.3m,19.9k
1.3m,"8,670"
2m,13k
1.4m,14.8k
1.2m,"9,056"
1.5m,10.3k
3.3m,"4,914"
1.5m,13.8k
1.4m,"8,458"
1.6m,15.1k
1.5m,"8,179"
2.1m,16.5k
1.6m,11.5k
1.5m,"9,526"
1.8m,11.9k
1.7m,13.7k
2.1m,22.3k
7.8m,14k
1.6m,"7,567"
13.5m,29k
2.2m,17.6k
1.9m,"7,937"
3.7m,"7,894"
2m,10.4k
1.2m,"6,631"
1.4m,"5,964"
1.6m,"7,304"
2.5m,17.7k
1.8m,10.1k
1.9m,"9,138"
2.1m,13.7k
9.8m,33.6k
1.8m,14.1k
2m,15.3k
1.2m,"7,059"
1.6m,11.5k
1.4m,"6,601"
1.6m,10.2k
7.6m,12.2k
1.5m,"8,210"
2.7m,13.6k
1.7m,10.7k
1.4m,"5,479"
1.5m,"8,673"
1.8m,12.8k
1.6m,"7,110"
1.6m,"9,585"
1.6m,"7,280"
1.8m,10.7k
1m,"3,435"
946k,"3,994"
1.8m,"9,935"
1.5m,"8,422"
1.2m,"5,120"
1.8m,"6,044"
1.2m,"3,631"
1.2m,"5,183"
1.1m,"4,887"
1.4m,"8,025"
1.4m,"5,960"
1.5m,"6,276"
1.7m,"8,976"
4.5m,"8,805"
1.9m,12.5k
1.4m,10k
1.8m,13.3k
1.6m,14.9k
2.2m,19.7k
2.2m,13.8k
1.1m,27.2k
2.4m,"8,510"
2m,21.9k
1.6m,12.4k
1.5m,12.1k
1.5m,19.9k
2m,16.9k
1.6m,18.1k
1.4m,"8,120"
1.7m,"7,462"
1.3m,"6,521"
1.7m,"9,744"
1.3m,"8,897"
814k,"8,242"
1.9m,33.4k
1.5m,"5,713"
2m,17.7k
1.8m,"8,657"
2.1m,16.3k
1.8m,15.2k
2.5m,36k
1.7m,24.7k
1.8m,13.8k
2.1m,17.5k
2m,30.7k
1.5m,30k
1.7m,17.2k
1.9m,23.3k
1.8m,12.2k
3.6m,49.9k
1.5m,"9,751"
628k,"6,163"
1.2m,"7,172"
1.7m,12.9k
